intersection_start,intersection_end,intersection_duration
2022-12-02 19:50:06.877386,2022-12-03 05:30:06.872407,0 days 09:39:59.995021
2022-12-03 17:01:07.285998,2022-12-05 05:30:06.670757,1 days 12:28:59.384759
2022-12-05 13:07:06.592971,2022-12-06 05:30:06.917689,0 days 16:23:00.324718
2022-12-06 19:58:06.528131,2022-12-07 05:31:07.171760,0 days 09:33:00.643629
2022-12-07 19:58:06.788317,2022-12-08 05:31:06.724274,0 days 09:32:59.935957
2022-12-08 20:01:06.389624,2022-12-09 05:31:06.357190,0 days 09:29:59.967566
2022-12-09 19:53:06.929942,2022-12-10 05:30:06.316664,0 days 09:36:59.386722
2022-12-10 17:01:06.435410,2022-12-12 05:30:06.570374,1 days 12:29:00.134964
2022-12-12 07:48:06.919247,2022-12-13 05:31:06.221300,0 days 21:42:59.302053
2022-12-13 19:53:06.481610,2022-12-14 05:31:06.608456,0 days 09:38:00.126846
2022-12-14 18:45:06.688786,2022-12-15 05:31:06.893329,0 days 10:46:00.204543
2022-12-15 19:59:06.394718,2022-12-16 05:31:07.273966,0 days 09:32:00.879248
2022-12-16 19:46:06.937577,2022-12-17 05:31:06.660931,0 days 09:44:59.723354
2022-12-17 05:32:06.955945,2022-12-17 06:36:06.707320,0 days 01:03:59.751375
2022-12-17 17:02:07.012228,2022-12-19 05:31:06.794298,1 days 12:28:59.782070
2022-12-19 19:56:06.763610,2022-12-20 05:31:06.428701,0 days 09:34:59.665091
2022-12-20 18:58:07.097684,2022-12-21 05:31:07.077470,0 days 10:32:59.979786
2022-12-21 19:45:06.535743,2022-12-22 05:31:06.723676,0 days 09:46:00.187933
2022-12-22 19:42:06.547724,2022-12-23 05:31:06.394991,0 days 09:48:59.847267
2022-12-23 20:02:07.245763,2022-12-24 05:31:07.772930,0 days 09:29:00.527167
2022-12-24 06:14:07.039229,2022-12-24 07:47:08.156170,0 days 01:33:01.116941
2022-12-24 16:59:07.081137,2022-12-26 05:31:06.391058,1 days 12:31:59.309921
2022-12-26 20:03:06.579102,2022-12-27 05:31:06.601374,0 days 09:28:00.022272
2022-12-27 19:59:06.911561,2022-12-28 05:31:06.938692,0 days 09:32:00.027131
2022-12-28 19:49:07.027026,2022-12-29 05:31:07.073291,0 days 09:42:00.046265
2022-12-29 20:02:06.439075,2022-12-30 05:31:06.605893,0 days 09:29:00.166818
2022-12-30 20:02:06.566207,2022-12-31 05:31:06.594724,0 days 09:29:00.028517
2022-12-31 06:22:06.478648,2022-12-31 07:40:07.047158,0 days 01:18:00.568510
2022-12-31 14:41:06.631371,2022-12-31 17:01:06.588964,0 days 02:19:59.957593
2022-12-31 17:02:07.153425,2022-12-31 23:59:06.605668,0 days 06:56:59.452243
2022-01-01 00:00:07.623446,2022-01-01 05:44:06.978374,0 days 05:43:59.354928
2022-01-01 06:53:08.021498,2022-01-03 06:03:08.045204,1 days 23:10:00.023706
2022-01-03 06:29:07.841696,2022-01-04 05:44:06.643700,0 days 23:14:58.802004
2022-01-04 06:18:07.932573,2022-01-07 05:44:07.263742,2 days 23:25:59.331169
2022-01-07 20:13:08.247565,2022-01-08 05:44:07.175624,0 days 09:30:58.928059
2022-01-08 17:10:07.935715,2022-01-10 05:44:06.733897,1 days 12:33:58.798182
2022-01-10 20:14:07.726286,2022-01-11 05:44:06.453112,0 days 09:29:58.726826
2022-01-11 20:14:07.309874,2022-01-12 05:44:06.474202,0 days 09:29:59.164328
2022-01-12 20:15:08.123265,2022-01-13 05:44:06.418469,0 days 09:28:58.295204
2022-01-13 06:10:07.252470,2022-01-13 07:27:07.808674,0 days 01:17:00.556204
2022-01-13 20:15:07.433380,2022-01-14 05:44:06.385912,0 days 09:28:58.952532
2022-01-14 20:11:07.971803,2022-01-15 05:44:06.622828,0 days 09:32:58.651025
2022-01-15 17:15:08.618009,2022-01-17 05:44:07.178478,1 days 12:28:58.560469
2022-01-17 20:15:08.029543,2022-01-18 05:44:07.302320,0 days 09:28:59.272777
2022-01-18 20:15:07.535262,2022-01-19 05:44:06.259078,0 days 09:28:58.723816
2022-01-19 20:13:08.294493,2022-01-20 05:44:07.092515,0 days 09:30:58.798022
2022-01-20 20:08:07.692209,2022-01-21 05:44:06.299982,0 days 09:35:58.607773
2022-01-21 20:15:07.267889,2022-01-22 05:44:06.240718,0 days 09:28:58.972829
2022-01-22 17:14:07.357814,2022-01-24 05:44:06.459294,1 days 12:29:59.101480
2022-01-24 15:23:07.517670,2022-01-25 05:44:07.142764,0 days 14:20:59.625094
2022-01-25 20:15:07.286966,2022-01-26 05:44:07.093258,0 days 09:28:59.806292
2022-01-26 10:32:07.682176,2022-01-26 20:14:07.586398,0 days 09:41:59.904222
2022-01-26 20:15:08.183054,2022-01-27 05:44:07.082287,0 days 09:28:58.899233
2022-01-27 19:37:07.629229,2022-01-28 05:44:06.749964,0 days 10:06:59.120735
2022-01-28 20:10:08.030858,2022-01-29 05:44:06.261156,0 days 09:33:58.230298
2022-01-29 17:16:06.646744,2022-01-31 05:44:07.191328,1 days 12:28:00.544584
2022-01-31 18:37:07.765178,2022-02-01 05:44:07.079358,0 days 11:06:59.314180
2022-02-01 20:09:07.923156,2022-02-02 05:44:06.619738,0 days 09:34:58.696582
2022-02-02 20:08:07.900846,2022-02-03 05:44:06.693337,0 days 09:35:58.792491
2022-02-03 20:05:08.123810,2022-02-04 05:44:07.138671,0 days 09:38:59.014861
2022-02-04 19:20:07.892364,2022-02-05 05:44:06.401073,0 days 10:23:58.508709
2022-02-05 17:10:08.803417,2022-02-07 05:44:06.520057,1 days 12:33:57.716640
2022-02-07 20:13:08.156262,2022-02-08 05:44:07.067086,0 days 09:30:58.910824
2022-02-08 20:13:07.948506,2022-02-09 05:45:06.563880,0 days 09:31:58.615374
2022-02-09 20:14:07.910915,2022-02-10 05:45:07.099868,0 days 09:30:59.188953
2022-02-10 20:00:07.451488,2022-02-11 05:44:06.751678,0 days 09:43:59.300190
2022-02-11 20:12:07.649794,2022-02-12 05:44:06.893987,0 days 09:31:59.244193
2022-02-12 17:08:07.933038,2022-02-14 05:44:07.038163,1 days 12:35:59.105125
2022-02-14 19:39:08.008882,2022-02-15 05:45:06.615489,0 days 10:05:58.606607
2022-02-15 07:16:08.217846,2022-02-15 12:32:07.630301,0 days 05:15:59.412455
2022-02-15 12:33:08.451881,2022-02-15 20:15:07.608471,0 days 07:41:59.156590
2022-02-15 20:16:08.330108,2022-02-17 05:45:06.558227,1 days 09:28:58.228119
2022-02-17 06:36:07.201948,2022-02-18 05:44:06.678217,0 days 23:07:59.476269
2022-02-18 07:17:08.148986,2022-02-21 05:45:06.979983,2 days 22:27:58.830997
2022-02-21 20:00:07.822958,2022-02-22 05:45:06.653321,0 days 09:44:58.830363
2022-02-22 07:41:08.177224,2022-02-22 14:45:07.941099,0 days 07:03:59.763875
2022-02-22 19:59:08.260342,2022-02-23 05:45:07.010389,0 days 09:45:58.750047
2022-02-23 07:51:07.632458,2022-02-24 05:45:06.773771,0 days 21:53:59.141313
2022-02-24 08:25:08.481824,2022-02-25 05:45:06.638509,0 days 21:19:58.156685
2022-02-25 20:10:07.789187,2022-02-26 05:45:06.958929,0 days 09:34:59.169742
2022-02-26 17:15:07.620630,2022-02-28 05:45:06.228893,1 days 12:29:58.608263
2022-02-28 05:54:07.639476,2022-02-28 08:55:07.405021,0 days 03:00:59.765545
2022-02-28 20:14:07.940295,2022-03-01 05:45:06.937674,0 days 09:30:58.997379
2022-03-01 20:16:07.675773,2022-03-02 05:45:06.663837,0 days 09:28:58.988064
2022-03-02 20:12:08.495607,2022-03-03 05:45:06.954238,0 days 09:32:58.458631
2022-03-03 20:12:07.487494,2022-03-04 05:45:06.335647,0 days 09:32:58.848153
2022-03-04 20:12:07.978522,2022-03-05 05:45:06.381607,0 days 09:32:58.403085
2022-03-05 17:16:08.366335,2022-03-07 05:45:06.595940,1 days 12:28:58.229605
2022-03-07 20:15:07.322648,2022-03-08 05:45:07.038607,0 days 09:29:59.715959
2022-03-08 20:16:06.692284,2022-03-09 05:45:06.786139,0 days 09:29:00.093855
2022-03-09 20:05:07.820511,2022-03-10 06:04:06.928605,0 days 09:58:59.108094
2022-03-10 20:07:07.919448,2022-03-11 05:45:06.999037,0 days 09:37:59.079589
2022-03-11 20:10:08.351732,2022-03-12 05:45:07.314216,0 days 09:34:58.962484
2022-03-12 17:15:08.426343,2022-03-14 05:45:06.763888,1 days 12:29:58.337545
2022-03-14 10:00:07.837008,2022-03-14 20:15:08.207762,0 days 10:15:00.370754
2022-03-14 20:16:07.838271,2022-03-15 05:45:06.639573,0 days 09:28:58.801302
2022-03-15 07:49:08.590656,2022-03-15 13:52:07.906094,0 days 06:02:59.315438
2022-03-15 19:54:07.541664,2022-03-16 05:45:07.119833,0 days 09:50:59.578169
2022-03-16 09:18:08.527038,2022-03-16 18:49:07.862974,0 days 09:30:59.335936
2022-03-16 18:53:07.613410,2022-03-17 05:45:07.162040,0 days 10:51:59.548630
2022-03-17 06:40:08.086294,2022-03-18 05:45:06.871092,0 days 23:04:58.784798
2022-03-18 07:18:26.055029,2022-03-18 18:55:07.928587,0 days 11:36:41.873558
2022-03-18 19:44:08.256026,2022-03-19 05:45:07.188122,0 days 10:00:58.932096
2022-03-19 07:39:08.782275,2022-03-21 05:45:06.690327,1 days 22:05:57.908052
2022-03-21 20:16:07.897751,2022-03-22 05:45:06.487709,0 days 09:28:58.589958
2022-03-22 05:46:06.882960,2022-03-22 06:59:07.593477,0 days 01:13:00.710517
2022-03-22 20:01:06.626962,2022-03-23 05:45:06.965244,0 days 09:44:00.338282
2022-03-23 07:54:06.558127,2022-03-24 05:45:07.094464,0 days 21:51:00.536337
2022-03-24 07:05:06.866725,2022-03-25 05:45:07.154650,0 days 22:40:00.287925
2022-03-25 05:59:06.800226,2022-03-31 10:26:06.721158,6 days 04:26:59.920932
2022-03-31 10:28:06.771188,2022-04-04 04:45:07.183880,3 days 18:17:00.412692
2022-04-04 08:13:06.689435,2022-04-05 04:46:06.765678,0 days 20:33:00.076243
2022-04-05 08:34:06.282076,2022-04-06 04:45:06.905448,0 days 20:11:00.623372
2022-04-06 05:39:06.258896,2022-04-11 04:45:06.597874,4 days 23:06:00.338978
2022-04-11 05:39:06.570167,2022-04-18 04:45:06.999701,6 days 23:06:00.429534
2022-04-18 18:54:06.576712,2022-04-19 04:45:06.475954,0 days 09:50:59.899242
2022-04-19 06:31:06.555405,2022-04-20 04:45:06.853123,0 days 22:14:00.297718
2022-04-20 06:41:07.053203,2022-04-21 04:45:06.472913,0 days 22:03:59.419710
2022-04-21 05:24:06.251785,2022-06-24 15:33:06.178479,64 days 10:08:59.926694
2022-06-24 16:22:06.723092,2022-06-25 06:10:06.489028,0 days 13:47:59.765936
2022-06-25 12:21:06.954501,2022-06-27 04:40:06.545942,1 days 16:18:59.591441
2022-06-27 05:48:06.713219,2022-06-27 08:54:06.565118,0 days 03:05:59.851899
2022-06-27 08:55:06.975140,2022-06-27 11:50:06.553903,0 days 02:54:59.578763
2022-06-27 16:21:06.926914,2022-06-28 04:40:06.536342,0 days 12:18:59.609428
2022-06-28 05:50:06.797558,2022-06-28 08:18:06.536317,0 days 02:27:59.738759
2022-06-28 10:34:06.995156,2022-06-28 11:52:06.271312,0 days 01:17:59.276156
2022-06-28 11:53:06.737562,2022-06-28 14:24:06.497194,0 days 02:30:59.759632
2022-06-28 14:25:07.088124,2022-06-28 16:12:06.589751,0 days 01:46:59.501627
2022-06-28 16:21:06.582204,2022-06-29 04:40:07.248406,0 days 12:19:00.666202
2022-06-29 05:57:06.915510,2022-06-29 11:04:07.083671,0 days 05:07:00.168161
2022-06-29 16:21:06.615733,2022-06-30 04:40:06.524063,0 days 12:18:59.908330
2022-06-30 09:14:06.813620,2022-06-30 16:20:06.928178,0 days 07:06:00.114558
2022-06-30 16:21:06.455905,2022-07-01 04:40:06.776654,0 days 12:19:00.320749
2022-07-01 16:21:06.191492,2022-07-02 06:10:06.779084,0 days 13:49:00.587592
2022-07-02 06:11:06.316529,2022-07-02 08:18:06.473403,0 days 02:07:00.156874
2022-07-02 08:19:06.947021,2022-07-04 04:40:06.453700,1 days 20:20:59.506679
2022-07-04 05:00:06.897576,2022-07-04 06:24:07.147154,0 days 01:24:00.249578
2022-07-04 06:25:06.843605,2022-07-04 08:36:06.918303,0 days 02:11:00.074698
2022-07-04 08:48:06.252305,2022-07-04 09:48:06.827607,0 days 01:00:00.575302
2022-07-04 11:15:06.347425,2022-07-04 13:16:06.495270,0 days 02:01:00.147845
2022-07-04 13:25:06.953847,2022-07-04 16:20:06.402930,0 days 02:54:59.449083
2022-07-04 16:21:06.963082,2022-07-05 04:40:06.375385,0 days 12:18:59.412303
2022-07-05 04:41:06.994512,2022-07-05 06:56:07.927315,0 days 02:15:00.932803
2022-07-05 07:45:07.142814,2022-07-05 14:48:06.388372,0 days 07:02:59.245558
2022-07-05 16:21:06.225848,2022-07-06 05:23:06.392241,0 days 13:02:00.166393
2022-07-06 16:01:06.841365,2022-07-15 08:10:07.116668,8 days 16:09:00.275303
2022-07-15 08:11:06.670646,2022-07-15 16:19:07.128842,0 days 08:08:00.458196
2022-07-15 16:20:06.718620,2022-07-21 09:46:06.813189,5 days 17:26:00.094569
2022-07-21 11:57:08.009387,2022-07-21 14:24:06.710093,0 days 02:26:58.700706
2022-07-21 15:58:06.314999,2022-07-22 08:25:06.799861,0 days 16:27:00.484862
2022-07-22 08:26:06.415272,2022-07-22 10:29:06.573504,0 days 02:03:00.158232
2022-07-22 16:16:06.539516,2022-07-23 06:09:06.688460,0 days 13:53:00.148944
2022-07-23 12:20:06.477467,2022-07-25 04:39:06.742789,1 days 16:19:00.265322
2022-07-25 05:55:06.860373,2022-07-25 09:29:06.750171,0 days 03:33:59.889798
2022-07-25 10:25:07.069231,2022-07-25 11:50:06.740859,0 days 01:24:59.671628
2022-07-25 16:20:06.646074,2022-07-26 04:39:07.240960,0 days 12:19:00.594886
2022-07-26 10:23:07.731006,2022-07-27 09:32:08.713114,0 days 23:09:00.982108
2022-07-27 15:20:07.404909,2022-07-28 12:06:07.333136,0 days 20:45:59.928227
2022-07-28 16:04:07.307298,2022-07-29 11:16:06.967784,0 days 19:11:59.660486
2022-07-29 15:44:06.496219,2022-08-01 12:39:06.661060,2 days 20:55:00.164841
2022-08-01 14:36:06.945653,2022-08-04 13:48:07.768838,2 days 23:12:00.823185
2022-08-04 13:57:07.726962,2022-08-08 09:32:07.038160,3 days 19:34:59.311198
2022-08-08 14:13:06.796611,2022-08-09 13:04:06.488402,0 days 22:50:59.691791
2022-08-09 14:00:08.285440,2022-08-17 10:47:07.164044,7 days 20:46:58.878604
2022-08-17 14:18:07.222214,2022-08-18 07:11:07.241933,0 days 16:53:00.019719
2022-08-18 14:18:08.501337,2022-08-19 08:42:06.686034,0 days 18:23:58.184697
2022-08-19 08:54:08.052027,2022-08-19 10:50:07.013232,0 days 01:55:58.961205
2022-08-19 14:18:06.897517,2022-08-26 11:58:06.821594,6 days 21:39:59.924077
2022-08-26 12:48:06.934923,2022-08-29 07:54:08.223611,2 days 19:06:01.288688
2022-08-29 14:48:07.030351,2022-08-30 11:55:07.730468,0 days 21:07:00.700117
2022-08-30 12:04:07.945297,2022-08-30 13:26:07.441371,0 days 01:21:59.496074
2022-08-30 13:38:07.321676,2022-11-07 05:32:10.028468,68 days 15:54:02.706792
2022-11-07 05:33:09.559647,2022-11-07 07:49:09.485470,0 days 02:15:59.925823
2022-11-07 07:50:09.632784,2022-11-07 10:38:06.508151,0 days 02:47:56.875367
2022-11-07 10:39:06.679277,2022-11-07 20:02:06.659214,0 days 09:22:59.979937
2022-11-07 20:03:07.119298,2022-11-08 06:09:07.604304,0 days 10:06:00.485006
2022-11-08 06:13:06.357038,2022-11-14 05:32:07.323098,5 days 23:19:00.966060
2022-11-14 19:42:07.051107,2022-11-15 05:32:06.676823,0 days 09:49:59.625716
2022-11-15 09:55:07.363412,2022-11-17 05:31:06.864239,1 days 19:35:59.500827
2022-11-17 06:22:07.847219,2022-11-19 05:30:07.095478,1 days 23:07:59.248259
2022-11-19 17:00:06.850015,2022-11-21 05:30:07.087477,1 days 12:30:00.237462
2022-11-21 06:48:06.497024,2022-11-21 07:48:07.598548,0 days 01:00:01.101524
2022-11-21 10:36:07.594506,2022-11-21 17:20:06.732538,0 days 06:43:59.138032
2022-11-21 17:21:07.730508,2022-11-22 05:30:07.104880,0 days 12:08:59.374372
2022-11-22 20:01:07.106598,2022-11-24 05:31:06.372975,1 days 09:29:59.266377
2022-11-24 07:36:07.210889,2022-11-25 05:31:06.402839,0 days 21:54:59.191950
2022-11-25 20:01:06.800503,2022-11-28 05:30:07.177136,2 days 09:29:00.376633
2022-11-28 08:58:06.241968,2022-11-29 05:30:06.286950,0 days 20:32:00.044982
2022-11-29 19:59:07.131967,2022-11-30 05:31:07.207444,0 days 09:32:00.075477
2022-11-30 19:49:06.657639,2022-12-01 05:31:07.195802,0 days 09:42:00.538163
2022-12-01 05:32:06.744353,2022-12-01 06:40:06.622335,0 days 01:07:59.877982
2022-12-01 15:34:06.812790,2022-12-02 05:31:07.117993,0 days 13:57:00.305203
2022-12-02 06:29:07.132350,2022-12-03 05:30:06.872407,0 days 23:00:59.740057
2022-12-03 16:59:06.891583,2022-12-05 05:30:06.670757,1 days 12:30:59.779174
2022-12-05 20:01:08.168822,2022-12-06 12:55:07.183182,0 days 16:53:59.014360
2022-12-06 14:37:07.275819,2022-12-08 05:31:06.724274,1 days 14:53:59.448455
2022-12-08 13:46:06.894067,2022-12-12 05:30:06.570374,3 days 15:43:59.676307
2022-12-12 08:34:06.595036,2022-12-12 11:25:06.856610,0 days 02:51:00.261574
2022-12-12 20:02:07.229069,2022-12-13 05:31:06.221300,0 days 09:28:58.992231
2022-12-13 12:28:06.357663,2022-12-13 20:01:07.020277,0 days 07:33:00.662614
2022-12-13 20:02:06.572771,2022-12-14 07:45:06.408057,0 days 11:42:59.835286
2022-12-14 20:02:06.561174,2022-12-16 05:31:07.273966,1 days 09:29:00.712792
2022-12-16 08:07:06.242872,2022-12-17 05:31:06.660931,0 days 21:24:00.418059
2022-12-17 05:32:06.955945,2022-12-17 07:27:06.552784,0 days 01:54:59.596839
2022-12-17 16:59:07.143049,2022-12-19 05:31:06.794298,1 days 12:31:59.651249
2022-12-19 19:44:06.509142,2022-12-20 05:31:06.428701,0 days 09:46:59.919559
2022-12-20 20:02:06.507371,2022-12-26 05:31:06.391058,5 days 09:28:59.883687
2022-12-26 05:34:07.069454,2022-12-29 05:31:07.073291,2 days 23:57:00.003837
2022-12-29 05:34:06.753691,2022-12-31 23:59:06.605668,2 days 18:24:59.851977
2022-01-01 00:00:07.623446,2022-01-01 05:44:06.978374,0 days 05:43:59.354928
2022-01-01 07:48:07.534339,2022-01-03 05:44:07.215630,1 days 21:55:59.681291
2022-01-03 07:10:07.733113,2022-01-03 10:37:07.559205,0 days 03:26:59.826092
2022-01-03 10:38:08.164649,2022-01-03 13:42:08.085934,0 days 03:03:59.921285
2022-01-03 18:54:07.682151,2022-01-04 05:44:06.643700,0 days 10:49:58.961549
2022-01-04 20:15:07.013571,2022-01-05 05:44:06.606657,0 days 09:28:59.593086
2022-01-05 06:42:06.914995,2022-01-05 08:07:08.204421,0 days 01:25:01.289426
2022-01-05 08:22:07.992568,2022-01-05 09:44:07.712092,0 days 01:21:59.719524
2022-01-05 09:45:07.233078,2022-01-05 20:14:08.031731,0 days 10:29:00.798653
2022-01-05 20:15:07.734044,2022-01-06 05:44:07.409307,0 days 09:28:59.675263
2022-01-06 05:45:06.865316,2022-01-06 06:52:07.296075,0 days 01:07:00.430759
2022-01-06 20:15:08.438853,2022-01-07 05:44:07.263742,0 days 09:28:58.824889
2022-01-07 20:10:07.650319,2022-01-08 05:44:07.175624,0 days 09:33:59.525305
2022-01-08 17:08:07.838957,2022-01-10 05:44:06.733897,1 days 12:35:58.894940
2022-01-10 20:13:08.050953,2022-01-11 05:44:06.453112,0 days 09:30:58.402159
2022-01-11 20:15:07.868900,2022-01-11 22:20:06.884455,0 days 02:04:59.015555
2022-01-12 02:44:07.124267,2022-01-12 04:19:06.510968,0 days 01:34:59.386701
2022-01-12 04:22:07.036145,2022-01-12 08:25:07.064700,0 days 04:03:00.028555
2022-01-12 20:14:07.539823,2022-01-13 05:44:06.418469,0 days 09:29:58.878646
2022-01-13 06:03:08.144839,2022-01-13 07:26:07.390045,0 days 01:22:59.245206
2022-01-13 20:10:07.943300,2022-01-14 05:44:06.385912,0 days 09:33:58.442612
2022-01-14 20:15:07.677176,2022-01-15 05:44:06.622828,0 days 09:28:58.945652
2022-01-15 15:40:08.016398,2022-01-17 05:44:07.178478,1 days 14:03:59.162080
2022-01-17 20:13:07.711349,2022-01-18 05:44:07.302320,0 days 09:30:59.590971
2022-01-18 20:03:08.237744,2022-01-19 05:44:06.259078,0 days 09:40:58.021334
2022-01-19 20:14:08.111938,2022-01-20 05:44:07.092515,0 days 09:29:58.980577
2022-01-20 20:12:07.541488,2022-01-21 05:44:06.299982,0 days 09:31:58.758494
2022-01-21 18:16:08.088782,2022-01-22 05:44:06.240718,0 days 11:27:58.151936
2022-01-22 17:14:07.357814,2022-01-24 05:44:06.459294,1 days 12:29:59.101480
2022-01-24 20:15:07.989562,2022-01-25 05:44:07.142764,0 days 09:28:59.153202
2022-01-25 20:13:07.402352,2022-01-26 05:44:07.093258,0 days 09:30:59.690906
2022-01-26 20:04:07.710401,2022-01-27 05:44:07.082287,0 days 09:39:59.371886
2022-01-27 20:09:07.374674,2022-01-28 05:44:06.749964,0 days 09:34:59.375290
2022-01-28 20:15:08.110009,2022-01-29 05:44:06.261156,0 days 09:28:58.151147
2022-01-29 17:11:07.906223,2022-01-31 05:44:07.191328,1 days 12:32:59.285105
2022-01-31 20:10:07.573286,2022-02-01 05:44:07.079358,0 days 09:33:59.506072
2022-02-01 20:14:08.445175,2022-02-02 05:44:06.619738,0 days 09:29:58.174563
2022-02-02 20:15:07.409984,2022-02-04 05:44:07.138671,1 days 09:28:59.728687
2022-02-04 20:15:08.040690,2022-02-05 05:44:06.401073,0 days 09:28:58.360383
2022-02-05 17:15:08.564686,2022-02-07 05:44:06.520057,1 days 12:28:57.955371
2022-02-07 20:15:07.917580,2022-02-08 05:44:07.067086,0 days 09:28:59.149506
2022-02-08 20:16:07.993819,2022-02-09 05:45:06.563880,0 days 09:28:58.570061
2022-02-09 20:15:07.596856,2022-02-10 05:44:06.424189,0 days 09:28:58.827333
2022-02-10 20:07:08.047476,2022-02-11 05:44:06.751678,0 days 09:36:58.704202
2022-02-11 07:59:07.741274,2022-02-11 17:22:07.519383,0 days 09:22:59.778109
2022-02-11 20:07:07.537385,2022-02-12 05:44:06.893987,0 days 09:36:59.356602
2022-02-12 16:58:07.919093,2022-02-14 05:44:07.038163,1 days 12:45:59.119070
2022-02-14 11:37:08.482624,2022-02-14 18:15:07.616881,0 days 06:37:59.134257
2022-02-14 20:13:07.744509,2022-02-15 05:45:06.615489,0 days 09:31:58.870980
2022-02-15 08:01:07.739945,2022-02-16 05:45:06.592309,0 days 21:43:58.852364
2022-02-16 20:13:07.723323,2022-02-17 05:45:06.558227,0 days 09:31:58.834904
2022-02-17 11:18:08.217314,2022-02-17 17:00:07.465728,0 days 05:41:59.248414
2022-02-17 20:12:08.145394,2022-02-18 05:44:06.678217,0 days 09:31:58.532823
2022-02-18 20:14:07.615277,2022-02-19 05:44:06.822036,0 days 09:29:59.206759
2022-02-19 17:08:07.942591,2022-02-21 05:45:06.979983,1 days 12:36:59.037392
2022-02-21 20:16:07.542331,2022-02-22 05:45:06.653321,0 days 09:28:59.110990
2022-02-22 20:16:07.679403,2022-02-23 05:45:07.010389,0 days 09:28:59.330986
2022-02-23 20:09:07.590147,2022-02-24 05:45:06.773771,0 days 09:35:59.183624
2022-02-24 08:10:08.150584,2022-02-25 05:45:06.638509,0 days 21:34:58.487925
2022-02-25 20:14:07.982478,2022-02-26 05:45:06.958929,0 days 09:30:58.976451
2022-02-26 17:14:07.819237,2022-02-28 05:45:06.228893,1 days 12:30:58.409656
2022-02-28 05:54:07.639476,2022-02-28 07:56:07.376715,0 days 02:01:59.737239
2022-02-28 20:16:07.845286,2022-03-01 05:45:06.937674,0 days 09:28:59.092388
2022-03-01 20:14:07.250040,2022-03-02 05:45:06.663837,0 days 09:30:59.413797
2022-03-02 20:17:06.450241,2022-03-03 05:45:06.954238,0 days 09:28:00.503997
2022-03-03 20:14:08.049187,2022-03-04 05:45:06.335647,0 days 09:30:58.286460
2022-03-04 20:13:07.538309,2022-03-05 05:45:06.381607,0 days 09:31:58.843298
2022-03-05 17:16:08.366335,2022-03-07 05:45:06.595940,1 days 12:28:58.229605
2022-03-07 20:07:08.063233,2022-03-08 05:57:08.080090,0 days 09:50:00.016857
2022-03-08 20:16:06.692284,2022-03-09 05:45:06.786139,0 days 09:29:00.093855
2022-03-09 20:13:08.253406,2022-03-10 05:45:07.375517,0 days 09:31:59.122111
2022-03-10 08:18:08.550944,2022-03-10 15:55:07.137927,0 days 07:36:58.586983
2022-03-10 20:16:07.646683,2022-03-11 05:45:06.999037,0 days 09:28:59.352354
2022-03-11 19:59:08.437636,2022-03-12 05:45:07.314216,0 days 09:45:58.876580
2022-03-12 17:13:09.261626,2022-03-14 05:45:06.763888,1 days 12:31:57.502262
2022-03-14 07:47:08.002080,2022-03-15 05:45:06.639573,0 days 21:57:58.637493
2022-03-15 06:16:07.133358,2022-03-16 07:46:07.223729,1 days 01:30:00.090371
2022-03-16 07:54:08.640462,2022-03-17 05:45:07.162040,0 days 21:50:58.521578
2022-03-17 06:20:08.528177,2022-03-18 05:45:06.871092,0 days 23:24:58.342915
2022-03-18 06:49:08.292160,2022-03-19 05:45:07.188122,0 days 22:55:58.895962
2022-03-19 08:07:07.720146,2022-03-21 05:45:06.690327,1 days 21:37:58.970181
2022-03-21 20:15:08.274725,2022-03-22 05:45:06.487709,0 days 09:29:58.212984
2022-03-22 05:46:06.882960,2022-03-22 06:53:07.829811,0 days 01:07:00.946851
2022-03-22 07:47:08.551128,2022-03-22 11:26:07.183870,0 days 03:38:58.632742
2022-03-22 20:16:06.314600,2022-03-23 05:45:06.965244,0 days 09:29:00.650644
2022-03-23 08:00:07.056958,2022-03-24 05:45:07.094464,0 days 21:45:00.037506
2022-03-24 07:34:06.606383,2022-03-25 05:45:07.154650,0 days 22:11:00.548267
2022-03-25 06:16:06.607625,2022-03-26 05:45:06.910518,0 days 23:29:00.302893
2022-03-26 05:52:06.705613,2022-03-31 06:56:07.087562,5 days 01:04:00.381949
2022-03-31 10:45:06.302792,2022-04-01 04:45:06.605557,0 days 18:00:00.302765
2022-04-01 07:25:06.613246,2022-04-01 18:53:07.114883,0 days 11:28:00.501637
2022-04-01 19:16:06.239806,2022-04-02 04:45:06.961247,0 days 09:29:00.721441
2022-04-02 16:16:06.971322,2022-04-04 04:45:07.183880,1 days 12:29:00.212558
2022-04-04 19:16:06.938613,2022-04-05 04:46:06.765678,0 days 09:29:59.827065
2022-04-05 19:17:07.289149,2022-04-06 04:46:06.387567,0 days 09:28:59.098418
2022-04-06 07:18:06.876578,2022-04-07 04:45:07.167466,0 days 21:27:00.290888
2022-04-07 06:27:06.785200,2022-04-11 04:45:06.597874,3 days 22:17:59.812674
2022-04-11 05:23:07.164330,2022-04-12 04:45:06.557819,0 days 23:21:59.393489
2022-04-12 05:18:06.350020,2022-04-13 04:45:06.670352,0 days 23:27:00.320332
2022-04-13 07:41:07.080388,2022-04-18 04:45:06.999701,4 days 21:03:59.919313
2022-04-18 19:10:07.007421,2022-04-19 04:45:06.475954,0 days 09:34:59.468533
